"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"IBTH","iShares iBonds Dec 2027 Term Treasury ETF","26.22","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ibth",
"IBTI","iShares iBonds Dec 2028 Term Treasury ETF","26.295","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ibti",
"IBTJ","iShares iBonds Dec 2029 Term Treasury ETF","26.225","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ibtj",
"IBTK","iShares iBonds Dec 2030 Term Treasury ETF","24.54","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ibtk",
"IGOV","iShares International Treasury Bond ETF","55.63","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/igov",
"EMB","iShares J.P. Morgan USD Emerging Markets Bond ETF","115.91","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/emb",
"MBB","iShares MBS ETF","110.13","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mbb",
"JKI","iShares Morningstar Mid-Cap ETF","156.42","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jki",
"ACWX","iShares MSCI ACWI ex US Index Fund","53.04","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/acwx",
"ACWI","iShares MSCI ACWI Index Fund","90.72","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/acwi",
"AAXJ","iShares MSCI All Country Asia ex Japan Index Fund","89.61","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aaxj",
"EWZS","iShares MSCI Brazil Small-Cap ETF","16.62","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ewzs",
"MCHI","iShares MSCI China ETF","80.97","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mchi",
"SCZ","iShares MSCI EAFE Small-Cap ETF","68.35","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/scz",
"EEMA","iShares MSCI Emerging Markets Asia ETF","87.48","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eema",
"EMXC","iShares MSCI Emerging Markets ex China ETF","56.86","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/emxc",
"EUFN","iShares MSCI Europe Financials Sector Index Fund","17.54","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eufn",
"IEUS","iShares MSCI Europe Small-Cap ETF","62.09","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ieus",
"RING","iShares MSCI Global Gold Miners ETF","29.82","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ring",
"SDG","iShares MSCI Global Impact ETF","93.355","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sdg",
"EWJE","iShares MSCI Japan Equal Weighted ETF","38.6","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ewje",
"EWJV","iShares MSCI Japan Value ETF","25.93","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ewjv",
"ENZL","iShares MSCI New Zealand ETF","68.07","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/enzl",
"QAT","iShares MSCI Qatar ETF","18.45","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qat",
"TUR","iShares MSCI Turkey ETF","26.5","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tur",
"UAE","iShares MSCI UAE ETF","11.8","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/uae",
"IBB","iShares Nasdaq Biotechnology Index Fund","151.49","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ibb",
"SOXX","iShares PHLX SOX Semiconductor Sector Index Fund","379.18","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/soxx",
"PFF","iShares Preferred and Income Securities ETF","38.51","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pff",
"AMCA","iShares Russell 1000 Pure U.S. Revenue ETF","31.4172","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/amca",
"EMIF","iShares S&P Emerging Markets Infrastructure Index Fund","24.5403","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/emif",
"ICLN","iShares S&P Global Clean Energy Index Fund","28.24","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/icln",
"WOOD","iShares S&P Global Timber & Forestry Index Fund","79.62","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/wood",
"INDY","iShares S&P India Nifty 50 Index Fund","42.44","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/indy",
"IJT","iShares S&P Small-Cap 600 Growth ETF","114.18","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ijt",
"DVY","iShares Select Dividend ETF","96.18","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dvy",
"SHV","iShares Short Treasury Bond ETF","110.53","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/shv",
"ITMR","Itamar Medical Ltd.","19.86","87168896.34","4389169","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/itmr",
"ITOS","iTeos Therapeutics, Inc.","33.82","1185213715.56","n/a","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/itos",
"ITI","Iteris, Inc.","5.65","232634970.15","n/a","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/iti",
"ITRM","Iterum Therapeutics plc","0.989","48541136.692","n/a","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/itrm",
"ITRI","Itron, Inc.","95.9","3874063573.1","n/a","1993","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/itri",
"ITRN","Ituran Location and Control Ltd.","19.05","447206960.55","n/a","2005","Technology","Electronic Components","https://old.nasdaq.com/symbol/itrn",
"ISEE","IVERIC bio, Inc.","6.91","618911729.04","n/a","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/isee",
"IZEA","IZEA Worldwide, Inc.","1.82","88196484.74","n/a","n/a","Consumer Services","Advertising","https://old.nasdaq.com/symbol/izea",
"JJSF","J & J Snack Foods Corp.","155.37","2945151770.1","n/a","1986","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/jjsf",
"MAYS","J. W. Mays, Inc.","22.525","45405444.5","n/a","n/a","Consumer Services","Building operators","https://old.nasdaq.com/symbol/mays",
"JBHT","J.B. Hunt Transport Services, Inc.","136.65","14441029200.75","n/a","n/a","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/jbht",
"JCOM","j2 Global, Inc.","97.69","4372465973.27","n/a","1999","Technology","Telecommunications Equipment","https://old.nasdaq.com/symbol/jcom",
"JCIC","Jack Creek Investment Corp.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jcic",
"JCICU","Jack Creek Investment Corp.","n/a","0","n/a","n/a","Finance","Business Services","https://old.nasdaq.com/symbol/jcicu",
"JKHY","Jack Henry & Associates, Inc.","161.99","12362456378.3","n/a","1985","Technology","EDP Services","https://old.nasdaq.com/symbol/jkhy",
"JACK","Jack In The Box Inc.","92.8","2108688924.8","n/a","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/jack",
"JAGX","Jaguar Health, Inc.","0.815","77319948.945","n/a","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/jagx",
"JAKK","JAKKS Pacific, Inc.","4.98","24640631.64","n/a","1996","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/jakk",
"JRVR","James River Group Holdings, Ltd.","49.15","1504489019.95","n/a","2014","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/jrvr",
"JAMF","Jamf Holding Corp.","29.92","3488563839.2","n/a","2020","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/jamf",
"JAN","JanOne Inc.","4.89","8948611.98","n/a","n/a","Consumer Services","Home Furnishings","https://old.nasdaq.com/symbol/jan",
"JSML","Janus Henderson Small Cap Growth Alpha ETF","63.35","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jsml",
"JSMD","Janus Henderson Small/Mid Cap Growth Alpha ETF","62.705","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jsmd",
"JAZZ","Jazz Pharmaceuticals plc","165.05","9195596690.3","n/a","2007","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/jazz",
"JD","JD.com, Inc.","87.9","76600136626.2","871446378","2014","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/jd",
"JRSH","Jerash Holdings (US), Inc.","5.85","66251250","n/a","2018","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/jrsh",
"JBLU","JetBlue Airways Corporation","14.54","4572228756.46","n/a","2002","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/jblu",
"JCTCF","Jewett-Cameron Trading Company","8.792","30606376.304","n/a","n/a","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/jctcf",
"FROG","JFrog Ltd.","62.83","5729667499.4","n/a","2020","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/frog",
"JFIN","Jiayin Group Inc.","3.05","15158326.15","4969943","2019","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/jfin",
"JYAC","Jiya Acquisition Corp.","10.3","141388512","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/jyac",
"JMPNL","JMP Group LLC","24","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/jmpnl",
"JMPNZ","JMP Group LLC","23.25","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/jmpnz",
"JBSS","John B. Sanfilippo & Son, Inc.","78.86","900552573.82","n/a","1991","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/jbss",
"JOUT","Johnson Outdoors Inc.","112.63","1135850911.37","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/jout",
"JNCE","Jounce Therapeutics, Inc.","7","278960325","n/a","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/jnce",
"YY","JOYY Inc.","79.98","4481201099.58","56029021","2012","Technology","EDP Services","https://old.nasdaq.com/symbol/yy",
"JAQC","Jupiter Acquisition Corporation","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jaqc",
"JAQCU","Jupiter Acquisition Corporation","n/a","0","n/a","n/a","Finance","Business Services","https://old.nasdaq.com/symbol/jaqcu",
"JUPW","Jupiter Wellness, Inc.","5.09","46738074.97","n/a","2020","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/jupw",
"JUPWW","Jupiter Wellness, Inc.","0.6899","0","n/a","2020","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/jupww",
"KDMN","Kadmon Holdings, Inc.","4.15","711778721.75","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kdmn",
"KALU","Kaiser Aluminum Corporation","98.9","1563823514.1","n/a","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/kalu",
"KXIN","Kaixin Auto Holdings","3.73","241249495.77","n/a","2017","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/kxin",
"KALA","Kala Pharmaceuticals, Inc.","6.78","380085884.7","n/a","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kala",
"KLDO","Kaleido Biosciences, Inc.","9.1","327437155.5","n/a","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/kldo",
"KALV","KalVista Pharmaceuticals, Inc.","18.99","340721732.34","n/a","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kalv",
"KMDA","Kamada Ltd.","6.48","289855933.92","n/a","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kmda",
"KNDI","Kandi Technologies Group, Inc.","6.9","499405129.5","n/a","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/kndi",
"KRTX","Karuna Therapeutics, Inc.","101.59","2723279039.94","n/a","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/krtx",
"KPTI","Karyopharm Therapeutics Inc.","15.48","1139340027.96","n/a","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kpti",
"KSPN","Kaspien Holdings Inc.","14.63","27873046.74","n/a","n/a","Consumer Services","Consumer Electronics/Video Chains","https://old.nasdaq.com/symbol/kspn",
"KZIA","Kazia Therapeutics Limited","8.64","27022464","3127600","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kzia",
"KBSF","KBS Fashion Group Limited","2.94","7618419.06","n/a","2013","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/kbsf",
"KRNY","Kearny Financial","10.56","945230362.56","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/krny",
"KELYA","Kelly Services, Inc.","20.57","808334353.2","n/a","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/kelya",
"KELYB","Kelly Services, Inc.","20.45","803618742","n/a","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/kelyb",
"KFFB","Kentucky First Federal Bancorp","6.32","52103438.8","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/kffb",
"KROS","Keros Therapeutics, Inc.","70.54","1635000879.54","n/a","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kros",
"KDP","Keurig Dr Pepper Inc.","32","45032105408","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/kdp",
"KEQU","Kewaunee Scientific Corporation","12.5035","34544632.2895","n/a","n/a","Capital Goods","Medical Specialities","https://old.nasdaq.com/symbol/kequ",
"KTCC","Key Tronic Corporation","6.9","74241792","n/a","1983","Technology","Electrical Products","https://old.nasdaq.com/symbol/ktcc",
"KZR","Kezar Life Sciences, Inc.","5.22","241520395.5","n/a","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kzr",
"KFRC","Kforce, Inc.","42.09","924131323.02","n/a","1995","Technology","Professional Services","https://old.nasdaq.com/symbol/kfrc",
"KE","Kimball Electronics, Inc.","15.99","402041191.11","n/a","n/a","Technology","Electrical Products","https://old.nasdaq.com/symbol/ke",
"KBAL","Kimball International, Inc.","11.95","441880539.45","n/a","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/kbal",
"KIN","Kindred Biosciences, Inc.","4.31","170024384.03","n/a","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kin",
"KC","Kingsoft Cloud Holdings Limited","43.55","2217634634.8","50921576","2020","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/kc",
"KINS","Kingstone Companies, Inc","6.65","70990066.7","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/kins",
"KNSA","Kiniksa Pharmaceuticals, Ltd.","17.67","1202885868.45","n/a","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/knsa",
"KNTE","Kinnate Biopharma Inc.","39.78","1723556771.82","n/a","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/knte",
"KINZU","KINS Technology Group Inc.","10.29","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/kinzu",
"KNSL","Kinsale Capital Group, Inc.","200.13","4538364620.79","n/a","2016","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/knsl",
"KTRA","Kintara Therapeutics, Inc.","1.28","31567742.72","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ktra",
"KIRK","Kirkland&#39;s, Inc.","17.88","254890056.48","n/a","2002","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/kirk",
"KRBP","Kiromic BioPharma, Inc.","8.47","62110501.53","n/a","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/krbp",
"KSMT","Kismet Acquisition One Corp","10.1001","320678175","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ksmt",
"KSMTU","Kismet Acquisition One Corp","10.5","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ksmtu",
"KSMTW","Kismet Acquisition One Corp","1.096","0","n/a","n/a","Finance","Business Services","https://old.nasdaq.com/symbol/ksmtw",
"KLAC","KLA Corporation ","258.91","39991191219.47","n/a","1980","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/klac",
"KLXE","KLX Energy Services Holdings, Inc. ","6.46","54440687.46","n/a","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/klxe",
"KOD","Kodiak Sciences Inc","146.91","7459453532.79","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/kod",
"KOPN","Kopin Corporation","2.43","206678887.2","n/a","1992","Technology","Semiconductors","https://old.nasdaq.com/symbol/kopn",
"KRNT","Kornit Digital Ltd.","89.13","4035621722.64","n/a","2015","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/krnt",
"KOSS","Koss Corporation","3.44","25472618.64","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/koss",
"KWEB","KraneShares Trust KraneShares CSI China Internet ETF","76.79","261086000","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kweb",
"KTOS","Kratos Defense & Security Solutions, Inc.","27.43","3367200591.04","n/a","n/a","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/ktos",
"KRON","Kronos Bio, Inc.","29.87","1673720764.48","n/a","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kron",
"KRYS","Krystal Biotech, Inc.","60","1182457200","n/a","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/krys",
"KBNT","Kubient, Inc.","5.58","42750054","n/a","2020","Technology","EDP Services","https://old.nasdaq.com/symbol/kbnt",
"KBNTW","Kubient, Inc.","1.8","0","n/a","2020","Technology","EDP Services","https://old.nasdaq.com/symbol/kbntw",
"KLIC","Kulicke and Soffa Industries, Inc.","31.81","1973153114.54","n/a","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/klic",
"KURA","Kura Oncology, Inc.","32.66","2156689676.74","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kura",
"KRUS","Kura Sushi USA, Inc.","19.5","163258309.5","n/a","2019","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/krus",
"KVHI","KVH Industries, Inc.","11.35","207735179.65","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/kvhi",
"KYMR","Kymera Therapeutics, Inc.","62","2756454342","n/a","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/kymr",
"FSTR","L.B. Foster Company","15.05","161725132.8","n/a","n/a","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/fstr",
"LJPC","La Jolla Pharmaceutical Company","3.88","106239036.6","n/a","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/ljpc",
"LSBK","Lake Shore Bancorp, Inc.","13","75764624","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/lsbk",
